Pallet,num_packages,earliest_arrival,packages,linehaul
39,58,103.16712452891093,"[('PKG002096', 'USPS', 'USPS'), ('PKG002097', 'TLMD', '2'), ('PKG002098', 'UPSN', 'UPSN'), ('PKG002099', 'TLMD', '3AB'), ('PKG002100', 'USPS', 'USPS'), ('PKG002101', 'TLMD', '1'), ('PKG002102', 'USPS', 'USPS'), ('PKG002103', 'UPSN', 'UPSN'), ('PKG002104', 'FDEG', 'FDEG'), ('PKG002105', 'TLMD', '2'), ('PKG002106', 'TLMD', '1'), ('PKG002107', 'TLMD', '2'), ('PKG002108', 'UPSN', 'UPSN'), ('PKG002109', 'FDEG', 'FDEG'), ('PKG002110', 'TLMD', '1'), ('PKG002111', 'TLMD', '1'), ('PKG002112', 'USPS', 'USPS'), ('PKG002113', 'USPS', 'USPS'), ('PKG002114', 'TLMD', '2'), ('PKG002115', 'TLMD', '1'), ('PKG002116', 'FDEG', 'FDEG'), ('PKG002117', 'USPS', 'USPS'), ('PKG002118', 'TLMD', '1'), ('PKG002119', 'FDEG', 'FDEG'), ('PKG002120', 'USPS', 'USPS'), ('PKG002121', 'USPS', 'USPS'), ('PKG002122', 'TLMD', '2'), ('PKG002123', 'TLMD', '1'), ('PKG002124', 'TLMD', '2'), ('PKG002125', 'USPS', 'USPS'), ('PKG002126', 'TLMD', '1'), ('PKG002127', 'UPSN', 'UPSN'), ('PKG002128', 'TLMD', '2'), ('PKG002129', 'TLMD', '2'), ('PKG002130', 'TLMD', '2'), ('PKG002131', 'USPS', 'USPS'), ('PKG002132', 'TLMD', '1'), ('PKG002133', 'TLMD', '2'), ('PKG002134', 'TLMD', '2'), ('PKG002135', 'TLMD', '1'), ('PKG002136', 'USPS', 'USPS'), ('PKG002137', 'USPS', 'USPS'), ('PKG002138', 'TLMD', '1'), ('PKG002139', 'TLMD', '3AB'), ('PKG002140', 'TLMD', '2'), ('PKG002141', 'TLMD', '1'), ('PKG002142', 'TLMD', '1'), ('PKG002143', 'USPS', 'USPS'), ('PKG002144', 'UPSN', 'UPSN'), ('PKG002145', 'TLMD', '1'), ('PKG002146', 'USPS', 'USPS'), ('PKG002147', 'TLMD', '1'), ('PKG002148', 'USPS', 'USPS'), ('PKG002149', 'USPS', 'USPS'), ('PKG002150', 'TLMD', '1'), ('PKG002151', 'TLMD', '1'), ('PKG002152', 'USPS', 'USPS'), ('PKG002153', 'TLMD', '2')]",A
40,66,132.6095388831232,"[('PKG002154', 'TLMD', '3AB'), ('PKG002155', 'UPSN', 'UPSN'), ('PKG002156', 'TLMD', '1'), ('PKG002157', 'TLMD', '1'), ('PKG002158', 'UPSN', 'UPSN'), ('PKG002159', 'TLMD', '1'), ('PKG002160', 'UPSN', 'UPSN'), ('PKG002161', 'FDEG', 'FDEG'), ('PKG002162', 'UPSN', 'UPSN'), ('PKG002163', 'TLMD', '2'), ('PKG002164', 'USPS', 'USPS'), ('PKG002165', 'TLMD', '2'), ('PKG002166', 'TLMD', '1'), ('PKG002167', 'UPSN', 'UPSN'), ('PKG002168', 'TLMD', '1'), ('PKG002169', 'TLMD', '1'), ('PKG002170', 'TLMD', '2'), ('PKG002171', 'TLMD', '1'), ('PKG002172', 'TLMD', '1'), ('PKG002173', 'UPSN', 'UPSN'), ('PKG002174', 'USPS', 'USPS'), ('PKG002175', 'USPS', 'USPS'), ('PKG002176', 'TLMD', '2'), ('PKG002177', 'TLMD', '1'), ('PKG002178', 'TLMD', '1'), ('PKG002179', 'UPSN', 'UPSN'), ('PKG002180', 'TLMD', '2'), ('PKG002181', 'TLMD', '1'), ('PKG002182', 'USPS', 'USPS'), ('PKG002183', 'UPSN', 'UPSN'), ('PKG002184', 'TLMD', '2'), ('PKG002185', 'TLMD', '1'), ('PKG002186', 'TLMD', '1'), ('PKG002187', 'TLMD', '1'), ('PKG002188', 'TLMD', '2'), ('PKG002189', 'FDEG', 'FDEG'), ('PKG002190', 'UPSN', 'UPSN'), ('PKG002191', 'TLMD', '1'), ('PKG002192', 'UPSN', 'UPSN'), ('PKG002193', 'UPSN', 'UPSN'), ('PKG002194', 'TLMD', '2'), ('PKG002195', 'UPSN', 'UPSN'), ('PKG002196', 'TLMD', '2'), ('PKG002197', 'UPSN', 'UPSN'), ('PKG002198', 'USPS', 'USPS'), ('PKG002199', 'USPS', 'USPS'), ('PKG002200', 'UPSN', 'UPSN'), ('PKG002201', 'TLMD', '1'), ('PKG002202', 'TLMD', '2'), ('PKG002203', 'USPS', 'USPS'), ('PKG002204', 'TLMD', '2'), ('PKG002205', 'TLMD', '1'), ('PKG002206', 'FDEG', 'FDEG'), ('PKG002207', 'USPS', 'USPS'), ('PKG002208', 'TLMD', '3AB'), ('PKG002209', 'TLMD', '1'), ('PKG002210', 'UPSN', 'UPSN'), ('PKG002211', 'TLMD', '2'), ('PKG002212', 'USPS', 'USPS'), ('PKG002213', 'TLMD', '1'), ('PKG002214', 'TLMD', '2'), ('PKG002215', 'UPSN', 'UPSN'), ('PKG002216', 'TLMD', '1'), ('PKG002217', 'USPS', 'USPS'), ('PKG002218', 'TLMD', '2'), ('PKG002219', 'USPS', 'USPS')]",A
41,68,132.6095388831232,"[('PKG002220', 'USPS', 'USPS'), ('PKG002221', 'USPS', 'USPS'), ('PKG002222', 'USPS', 'USPS'), ('PKG002223', 'TLMD', '2'), ('PKG002224', 'USPS', 'USPS'), ('PKG002225', 'UPSN', 'UPSN'), ('PKG002226', 'USPS', 'USPS'), ('PKG002227', 'TLMD', '1'), ('PKG002228', 'TLMD', '1'), ('PKG002229', 'UPSN', 'UPSN'), ('PKG002230', 'USPS', 'USPS'), ('PKG002231', 'TLMD', '1'), ('PKG002232', 'TLMD', '2'), ('PKG002233', 'TLMD', '1'), ('PKG002234', 'TLMD', '2'), ('PKG002235', 'TLMD', '2'), ('PKG002236', 'USPS', 'USPS'), ('PKG002237', 'USPS', 'USPS'), ('PKG002238', 'FDEG', 'FDEG'), ('PKG002239', 'USPS', 'USPS'), ('PKG002240', 'TLMD', '2'), ('PKG002241', 'TLMD', '1'), ('PKG002242', 'TLMD', '2'), ('PKG002243', 'TLMD', '2'), ('PKG002244', 'UPSN', 'UPSN'), ('PKG002245', 'USPS', 'USPS'), ('PKG002246', 'TLMD', '3AB'), ('PKG002247', 'USPS', 'USPS'), ('PKG002248', 'USPS', 'USPS'), ('PKG002249', 'TLMD', '1'), ('PKG002250', 'UPSN', 'UPSN'), ('PKG002251', 'FDEG', 'FDEG'), ('PKG002252', 'TLMD', '2'), ('PKG002253', 'UPSN', 'UPSN'), ('PKG002254', 'TLMD', '1'), ('PKG002255', 'TLMD', '2'), ('PKG002256', 'TLMD', '1'), ('PKG002257', 'TLMD', '3AB'), ('PKG002258', 'UPSN', 'UPSN'), ('PKG002259', 'TLMD', '1'), ('PKG002260', 'TLMD', '1'), ('PKG002261', 'TLMD', '2'), ('PKG002262', 'FDEG', 'FDEG'), ('PKG002263', 'UPSN', 'UPSN'), ('PKG002264', 'TLMD', '3AB'), ('PKG002265', 'USPS', 'USPS'), ('PKG002266', 'UPSN', 'UPSN'), ('PKG002267', 'UPSN', 'UPSN'), ('PKG002268', 'TLMD', '1'), ('PKG002269', 'USPS', 'USPS'), ('PKG002270', 'TLMD', '3AB'), ('PKG002271', 'UPSN', 'UPSN'), ('PKG002272', 'TLMD', '3AB'), ('PKG002273', 'USPS', 'USPS'), ('PKG002274', 'TLMD', '1'), ('PKG002275', 'TLMD', '1'), ('PKG002276', 'TLMD', '2'), ('PKG002277', 'USPS', 'USPS'), ('PKG002278', 'UPSN', 'UPSN'), ('PKG002279', 'TLMD', '3AB'), ('PKG002280', 'UPSN', 'UPSN'), ('PKG002281', 'UPSN', 'UPSN'), ('PKG002282', 'USPS', 'USPS'), ('PKG002283', 'TLMD', '3AB'), ('PKG002284', 'UPSN', 'UPSN'), ('PKG002285', 'UPSN', 'UPSN'), ('PKG002286', 'FDEG', 'FDEG'), ('PKG002287', 'USPS', 'USPS')]",A
42,56,132.6095388831232,"[('PKG002288', 'USPS', 'USPS'), ('PKG002289', 'TLMD', '2'), ('PKG002290', 'UPSN', 'UPSN'), ('PKG002291', 'FDEG', 'FDEG'), ('PKG002292', 'FDEG', 'FDEG'), ('PKG002293', 'TLMD', '1'), ('PKG002294', 'USPS', 'USPS'), ('PKG002295', 'TLMD', '2'), ('PKG002296', 'UPSN', 'UPSN'), ('PKG002297', 'TLMD', '1'), ('PKG002298', 'USPS', 'USPS'), ('PKG002299', 'TLMD', '2'), ('PKG002300', 'USPS', 'USPS'), ('PKG002301', 'TLMD', '1'), ('PKG002302', 'TLMD', '2'), ('PKG002303', 'USPS', 'USPS'), ('PKG002304', 'TLMD', '1'), ('PKG002305', 'UPSN', 'UPSN'), ('PKG002306', 'USPS', 'USPS'), ('PKG002307', 'USPS', 'USPS'), ('PKG002308', 'TLMD', '1'), ('PKG002309', 'FDEG', 'FDEG'), ('PKG002310', 'UPSN', 'UPSN'), ('PKG002311', 'TLMD', '3AB'), ('PKG002312', 'TLMD', '2'), ('PKG002313', 'USPS', 'USPS'), ('PKG002314', 'USPS', 'USPS'), ('PKG002315', 'TLMD', '2'), ('PKG002316', 'TLMD', '1'), ('PKG002317', 'TLMD', '1'), ('PKG002318', 'USPS', 'USPS'), ('PKG002319', 'USPS', 'USPS'), ('PKG002320', 'TLMD', '2'), ('PKG002321', 'TLMD', '1'), ('PKG002322', 'TLMD', '2'), ('PKG002323', 'TLMD', '2'), ('PKG002324', 'TLMD', '2'), ('PKG002325', 'TLMD', '1'), ('PKG002326', 'USPS', 'USPS'), ('PKG002327', 'TLMD', '1'), ('PKG002328', 'FDEG', 'FDEG'), ('PKG002329', 'TLMD', '2'), ('PKG002330', 'UPSN', 'UPSN'), ('PKG002331', 'UPSN', 'UPSN'), ('PKG002332', 'TLMD', '1'), ('PKG002333', 'TLMD', '2'), ('PKG002334', 'TLMD', '2'), ('PKG002335', 'TLMD', '1'), ('PKG002336', 'TLMD', '1'), ('PKG002337', 'TLMD', '2'), ('PKG002338', 'TLMD', '1'), ('PKG002339', 'TLMD', '1'), ('PKG002340', 'TLMD', '3AB'), ('PKG002341', 'TLMD', '2'), ('PKG002342', 'USPS', 'USPS'), ('PKG002343', 'TLMD', '2')]",A
43,60,132.6095388831232,"[('PKG002344', 'USPS', 'USPS'), ('PKG002345', 'TLMD', '1'), ('PKG002346', 'USPS', 'USPS'), ('PKG002347', 'TLMD', '1'), ('PKG002348', 'TLMD', '3AB'), ('PKG002349', 'USPS', 'USPS'), ('PKG002350', 'USPS', 'USPS'), ('PKG002351', 'TLMD', '2'), ('PKG002352', 'TLMD', '1'), ('PKG002353', 'TLMD', '2'), ('PKG002354', 'FDEG', 'FDEG'), ('PKG002355', 'USPS', 'USPS'), ('PKG002356', 'TLMD', '1'), ('PKG002357', 'UPSN', 'UPSN'), ('PKG002358', 'FDEG', 'FDEG'), ('PKG002359', 'TLMD', '1'), ('PKG002360', 'USPS', 'USPS'), ('PKG002361', 'UPSN', 'UPSN'), ('PKG002362', 'UPSN', 'UPSN'), ('PKG002363', 'TLMD', '2'), ('PKG002364', 'TLMD', '2'), ('PKG002365', 'USPS', 'USPS'), ('PKG002366', 'TLMD', '1'), ('PKG002367', 'TLMD', '1'), ('PKG002368', 'TLMD', '3AB'), ('PKG002369', 'TLMD', '3AB'), ('PKG002370', 'TLMD', '1'), ('PKG002371', 'UPSN', 'UPSN'), ('PKG002372', 'USPS', 'USPS'), ('PKG002373', 'TLMD', '2'), ('PKG002374', 'UPSN', 'UPSN'), ('PKG002375', 'FDEG', 'FDEG'), ('PKG002376', 'TLMD', '2'), ('PKG002377', 'USPS', 'USPS'), ('PKG002378', 'TLMD', '2'), ('PKG002379', 'TLMD', '2'), ('PKG002380', 'USPS', 'USPS'), ('PKG002381', 'USPS', 'USPS'), ('PKG002382', 'UPSN', 'UPSN'), ('PKG002383', 'USPS', 'USPS'), ('PKG002384', 'FDEG', 'FDEG'), ('PKG002385', 'FDEG', 'FDEG'), ('PKG002386', 'TLMD', '2'), ('PKG002387', 'UPSN', 'UPSN'), ('PKG002388', 'TLMD', '1'), ('PKG002389', 'UPSN', 'UPSN'), ('PKG002390', 'TLMD', '2'), ('PKG002391', 'USPS', 'USPS'), ('PKG002392', 'USPS', 'USPS'), ('PKG002393', 'USPS', 'USPS'), ('PKG002394', 'UPSN', 'UPSN'), ('PKG002395', 'USPS', 'USPS'), ('PKG002396', 'TLMD', '1'), ('PKG002397', 'TLMD', '2'), ('PKG002398', 'TLMD', '3AB'), ('PKG002399', 'FDEG', 'FDEG'), ('PKG002400', 'UPSN', 'UPSN'), ('PKG002401', 'USPS', 'USPS'), ('PKG002402', 'USPS', 'USPS'), ('PKG002403', 'TLMD', '1')]",A
44,68,132.6095388831232,"[('PKG002404', 'TLMD', '1'), ('PKG002405', 'TLMD', '2'), ('PKG002406', 'FDEG', 'FDEG'), ('PKG002407', 'USPS', 'USPS'), ('PKG002408', 'UPSN', 'UPSN'), ('PKG002409', 'TLMD', '2'), ('PKG002410', 'TLMD', '1'), ('PKG002411', 'TLMD', '2'), ('PKG002412', 'TLMD', '1'), ('PKG002413', 'USPS', 'USPS'), ('PKG002414', 'UPSN', 'UPSN'), ('PKG002415', 'UPSN', 'UPSN'), ('PKG002416', 'USPS', 'USPS'), ('PKG002417', 'TLMD', '1'), ('PKG002418', 'UPSN', 'UPSN'), ('PKG002419', 'TLMD', '2'), ('PKG002420', 'USPS', 'USPS'), ('PKG002421', 'USPS', 'USPS'), ('PKG002422', 'TLMD', '2'), ('PKG002423', 'TLMD', '2'), ('PKG002424', 'UPSN', 'UPSN'), ('PKG002425', 'TLMD', '2'), ('PKG002426', 'TLMD', '3AB'), ('PKG002427', 'UPSN', 'UPSN'), ('PKG002428', 'USPS', 'USPS'), ('PKG002429', 'TLMD', '1'), ('PKG002430', 'TLMD', '1'), ('PKG002431', 'UPSN', 'UPSN'), ('PKG002432', 'TLMD', '1'), ('PKG002433', 'TLMD', '1'), ('PKG002434', 'FDEG', 'FDEG'), ('PKG002435', 'USPS', 'USPS'), ('PKG002436', 'USPS', 'USPS'), ('PKG002437', 'UPSN', 'UPSN'), ('PKG002438', 'TLMD', '3AB'), ('PKG002439', 'TLMD', '1'), ('PKG002440', 'USPS', 'USPS'), ('PKG002441', 'UPSN', 'UPSN'), ('PKG002442', 'UPSN', 'UPSN'), ('PKG002443', 'TLMD', '2'), ('PKG002444', 'UPSN', 'UPSN'), ('PKG002445', 'TLMD', '2'), ('PKG002446', 'TLMD', '1'), ('PKG002447', 'TLMD', '1'), ('PKG002448', 'FDEG', 'FDEG'), ('PKG002449', 'UPSN', 'UPSN'), ('PKG002450', 'UPSN', 'UPSN'), ('PKG002451', 'UPSN', 'UPSN'), ('PKG002452', 'USPS', 'USPS'), ('PKG002453', 'TLMD', '1'), ('PKG002454', 'TLMD', '1'), ('PKG002455', 'USPS', 'USPS'), ('PKG002456', 'USPS', 'USPS'), ('PKG002457', 'TLMD', '3AB'), ('PKG002458', 'TLMD', '2'), ('PKG002459', 'UPSN', 'UPSN'), ('PKG002460', 'UPSN', 'UPSN'), ('PKG002461', 'USPS', 'USPS'), ('PKG002462', 'TLMD', '2'), ('PKG002463', 'TLMD', '3AB'), ('PKG002464', 'UPSN', 'UPSN'), ('PKG002465', 'TLMD', '2'), ('PKG002466', 'TLMD', '1'), ('PKG002467', 'TLMD', '2'), ('PKG002468', 'FDEG', 'FDEG'), ('PKG002469', 'FDEG', 'FDEG'), ('PKG002470', 'USPS', 'USPS'), ('PKG002471', 'TLMD', '1')]",A
45,52,132.6095388831232,"[('PKG002472', 'TLMD', '3AB'), ('PKG002473', 'TLMD', '2'), ('PKG002474', 'UPSN', 'UPSN'), ('PKG002475', 'FDEG', 'FDEG'), ('PKG002476', 'UPSN', 'UPSN'), ('PKG002477', 'TLMD', '3AB'), ('PKG002478', 'TLMD', '2'), ('PKG002479', 'TLMD', '2'), ('PKG002480', 'USPS', 'USPS'), ('PKG002481', 'USPS', 'USPS'), ('PKG002482', 'USPS', 'USPS'), ('PKG002483', 'TLMD', '2'), ('PKG002484', 'TLMD', '1'), ('PKG002485', 'TLMD', '1'), ('PKG002486', 'UPSN', 'UPSN'), ('PKG002487', 'TLMD', '3AB'), ('PKG002488', 'UPSN', 'UPSN'), ('PKG002489', 'FDEG', 'FDEG'), ('PKG002490', 'USPS', 'USPS'), ('PKG002491', 'TLMD', '1'), ('PKG002492', 'USPS', 'USPS'), ('PKG002493', 'TLMD', '1'), ('PKG002494', 'USPS', 'USPS'), ('PKG002495', 'UPSN', 'UPSN'), ('PKG002496', 'FDE', 'FDE'), ('PKG002497', 'TLMD', '2'), ('PKG002498', 'USPS', 'USPS'), ('PKG002499', 'UPSN', 'UPSN'), ('PKG002500', 'TLMD', '1'), ('PKG002501', 'FDEG', 'FDEG'), ('PKG002502', 'TLMD', '2'), ('PKG002503', 'TLMD', '1'), ('PKG002504', 'FDEG', 'FDEG'), ('PKG002505', 'UPSN', 'UPSN'), ('PKG002506', 'UPSN', 'UPSN'), ('PKG002507', 'TLMD', '1'), ('PKG002508', 'USPS', 'USPS'), ('PKG002509', 'TLMD', '1'), ('PKG002510', 'TLMD', '3AB'), ('PKG002511', 'TLMD', '1'), ('PKG002512', 'USPS', 'USPS'), ('PKG002513', 'TLMD', '1'), ('PKG002514', 'UPSN', 'UPSN'), ('PKG002515', 'USPS', 'USPS'), ('PKG002516', 'TLMD', '2'), ('PKG002517', 'USPS', 'USPS'), ('PKG002518', 'UPSN', 'UPSN'), ('PKG002519', 'TLMD', '1'), ('PKG002520', 'TLMD', '2'), ('PKG002521', 'UPSN', 'UPSN'), ('PKG002522', 'UPSN', 'UPSN'), ('PKG002523', 'FDE', 'FDE')]",A
46,63,132.6095388831232,"[('PKG002524', 'UPSN', 'UPSN'), ('PKG002525', 'TLMD', '2'), ('PKG002526', 'USPS', 'USPS'), ('PKG002527', 'UPSN', 'UPSN'), ('PKG002528', 'TLMD', '3AB'), ('PKG002529', 'TLMD', '1'), ('PKG002530', 'TLMD', '2'), ('PKG002531', 'TLMD', '2'), ('PKG002532', 'USPS', 'USPS'), ('PKG002533', 'FDEG', 'FDEG'), ('PKG002534', 'USPS', 'USPS'), ('PKG002535', 'TLMD', '1'), ('PKG002536', 'FDEG', 'FDEG'), ('PKG002537', 'UPSN', 'UPSN'), ('PKG002538', 'TLMD', '2'), ('PKG002539', 'TLMD', '2'), ('PKG002540', 'USPS', 'USPS'), ('PKG002541', 'USPS', 'USPS'), ('PKG002542', 'USPS', 'USPS'), ('PKG002543', 'TLMD', '1'), ('PKG002544', 'UPSN', 'UPSN'), ('PKG002545', 'TLMD', '1'), ('PKG002546', 'FDEG', 'FDEG'), ('PKG002547', 'UPSN', 'UPSN'), ('PKG002548', 'FDEG', 'FDEG'), ('PKG002549', 'USPS', 'USPS'), ('PKG002550', 'TLMD', '1'), ('PKG002551', 'TLMD', '1'), ('PKG002552', 'TLMD', '3AB'), ('PKG002553', 'TLMD', '1'), ('PKG002554', 'FDEG', 'FDEG'), ('PKG002555', 'USPS', 'USPS'), ('PKG002556', 'TLMD', '2'), ('PKG002557', 'TLMD', '1'), ('PKG002558', 'TLMD', '1'), ('PKG002559', 'FDEG', 'FDEG'), ('PKG002560', 'FDEG', 'FDEG'), ('PKG002561', 'TLMD', '2'), ('PKG002562', 'TLMD', '1'), ('PKG002563', 'TLMD', '1'), ('PKG002564', 'USPS', 'USPS'), ('PKG002565', 'TLMD', '1'), ('PKG002566', 'USPS', 'USPS'), ('PKG002567', 'UPSN', 'UPSN'), ('PKG002568', 'TLMD', '2'), ('PKG002569', 'TLMD', '1'), ('PKG002570', 'UPSN', 'UPSN'), ('PKG002571', 'TLMD', '1'), ('PKG002572', 'UPSN', 'UPSN'), ('PKG002573', 'UPSN', 'UPSN'), ('PKG002574', 'TLMD', '2'), ('PKG002575', 'USPS', 'USPS'), ('PKG002576', 'USPS', 'USPS'), ('PKG002577', 'UPSN', 'UPSN'), ('PKG002578', 'TLMD', '1'), ('PKG002579', 'TLMD', '1'), ('PKG002580', 'FDEG', 'FDEG'), ('PKG002581', 'FDEG', 'FDEG'), ('PKG002582', 'USPS', 'USPS'), ('PKG002583', 'TLMD', '2'), ('PKG002584', 'UPSN', 'UPSN'), ('PKG002585', 'USPS', 'USPS'), ('PKG002586', 'TLMD', '1')]",A
47,38,191.62045501892655,"[('PKG002587', 'TLMD', '1'), ('PKG002588', 'TLMD', '3AB'), ('PKG002589', 'TLMD', '1'), ('PKG002590', 'UPSN', 'UPSN'), ('PKG002591', 'USPS', 'USPS'), ('PKG002592', 'TLMD', '1'), ('PKG002593', 'USPS', 'USPS'), ('PKG002594', 'TLMD', '1'), ('PKG002595', 'USPS', 'USPS'), ('PKG002596', 'FDEG', 'FDEG'), ('PKG002597', 'UPSN', 'UPSN'), ('PKG002598', 'TLMD', '2'), ('PKG002599', 'UPSN', 'UPSN'), ('PKG002600', 'TLMD', '3AB'), ('PKG002601', 'TLMD', '2'), ('PKG002602', 'USPS', 'USPS'), ('PKG002603', 'USPS', 'USPS'), ('PKG002604', 'UPSN', 'UPSN'), ('PKG002605', 'UPSN', 'UPSN'), ('PKG002606', 'USPS', 'USPS'), ('PKG002607', 'FDE', 'FDE'), ('PKG002608', 'TLMD', '3AB'), ('PKG002609', 'USPS', 'USPS'), ('PKG002610', 'UPSN', 'UPSN'), ('PKG002611', 'TLMD', '1'), ('PKG002612', 'UPSN', 'UPSN'), ('PKG002613', 'TLMD', '1'), ('PKG002614', 'TLMD', '1'), ('PKG002615', 'TLMD', '2'), ('PKG002616', 'TLMD', '1'), ('PKG002617', 'USPS', 'USPS'), ('PKG002618', 'USPS', 'USPS'), ('PKG002619', 'TLMD', '1'), ('PKG002620', 'TLMD', '2'), ('PKG002621', 'TLMD', '3AB'), ('PKG002622', 'TLMD', '1'), ('PKG002623', 'TLMD', '1'), ('PKG002624', 'TLMD', '1')]",B
48,46,191.62045501892655,"[('PKG002625', 'TLMD', '1'), ('PKG002626', 'TLMD', '1'), ('PKG002627', 'TLMD', '2'), ('PKG002628', 'USPS', 'USPS'), ('PKG002629', 'UPSN', 'UPSN'), ('PKG002630', 'UPSN', 'UPSN'), ('PKG002631', 'FDEG', 'FDEG'), ('PKG002632', 'TLMD', '2'), ('PKG002633', 'USPS', 'USPS'), ('PKG002634', 'FDEG', 'FDEG'), ('PKG002635', 'UPSN', 'UPSN'), ('PKG002636', 'TLMD', '1'), ('PKG002637', 'TLMD', '2'), ('PKG002638', 'TLMD', '2'), ('PKG002639', 'USPS', 'USPS'), ('PKG002640', 'USPS', 'USPS'), ('PKG002641', 'UPSN', 'UPSN'), ('PKG002642', 'USPS', 'USPS'), ('PKG002643', 'UPSN', 'UPSN'), ('PKG002644', 'TLMD', '3AB'), ('PKG002645', 'USPS', 'USPS'), ('PKG002646', 'TLMD', '2'), ('PKG002647', 'UPSN', 'UPSN'), ('PKG002648', 'UPSN', 'UPSN'), ('PKG002649', 'TLMD', '3AB'), ('PKG002650', 'UPSN', 'UPSN'), ('PKG002651', 'UPSN', 'UPSN'), ('PKG002652', 'USPS', 'USPS'), ('PKG002653', 'TLMD', '1'), ('PKG002654', 'USPS', 'USPS'), ('PKG002655', 'USPS', 'USPS'), ('PKG002656', 'USPS', 'USPS'), ('PKG002657', 'TLMD', '3AB'), ('PKG002658', 'USPS', 'USPS'), ('PKG002659', 'TLMD', '1'), ('PKG002660', 'USPS', 'USPS'), ('PKG002661', 'TLMD', '2'), ('PKG002662', 'FDEG', 'FDEG'), ('PKG002663', 'TLMD', '2'), ('PKG002664', 'USPS', 'USPS'), ('PKG002665', 'USPS', 'USPS'), ('PKG002666', 'USPS', 'USPS'), ('PKG002667', 'UPSN', 'UPSN'), ('PKG002668', 'TLMD', '2'), ('PKG002669', 'TLMD', '1'), ('PKG002670', 'USPS', 'USPS')]",B
49,65,191.62045501892655,"[('PKG002671', 'TLMD', '2'), ('PKG002672', 'UPSN', 'UPSN'), ('PKG002673', 'UPSN', 'UPSN'), ('PKG002674', 'TLMD', '1'), ('PKG002675', 'USPS', 'USPS'), ('PKG002676', 'TLMD', '2'), ('PKG002677', 'USPS', 'USPS'), ('PKG002678', 'FDEG', 'FDEG'), ('PKG002679', 'UPSN', 'UPSN'), ('PKG002680', 'TLMD', '1'), ('PKG002681', 'UPSN', 'UPSN'), ('PKG002682', 'TLMD', '1'), ('PKG002683', 'TLMD', '1'), ('PKG002684', 'UPSN', 'UPSN'), ('PKG002685', 'TLMD', '2'), ('PKG002686', 'TLMD', '1'), ('PKG002687', 'TLMD', '3AB'), ('PKG002688', 'FDEG', 'FDEG'), ('PKG002689', 'TLMD', '1'), ('PKG002690', 'USPS', 'USPS'), ('PKG002691', 'TLMD', '1'), ('PKG002692', 'TLMD', '2'), ('PKG002693', 'TLMD', '1'), ('PKG002694', 'USPS', 'USPS'), ('PKG002695', 'USPS', 'USPS'), ('PKG002696', 'USPS', 'USPS'), ('PKG002697', 'TLMD', '2'), ('PKG002698', 'TLMD', '1'), ('PKG002699', 'TLMD', '1'), ('PKG002700', 'TLMD', '1'), ('PKG002701', 'USPS', 'USPS'), ('PKG002702', 'USPS', 'USPS'), ('PKG002703', 'UPSN', 'UPSN'), ('PKG002704', 'UPSN', 'UPSN'), ('PKG002705', 'UPSN', 'UPSN'), ('PKG002706', 'TLMD', '2'), ('PKG002707', 'FDEG', 'FDEG'), ('PKG002708', 'TLMD', '2'), ('PKG002709', 'TLMD', '1'), ('PKG002710', 'UPSN', 'UPSN'), ('PKG002711', 'TLMD', '2'), ('PKG002712', 'TLMD', '1'), ('PKG002713', 'TLMD', '2'), ('PKG002714', 'UPSN', 'UPSN'), ('PKG002715', 'USPS', 'USPS'), ('PKG002716', 'TLMD', '3AB'), ('PKG002717', 'USPS', 'USPS'), ('PKG002718', 'USPS', 'USPS'), ('PKG002719', 'TLMD', '1'), ('PKG002720', 'TLMD', '1'), ('PKG002721', 'USPS', 'USPS'), ('PKG002722', 'UPSN', 'UPSN'), ('PKG002723', 'TLMD', '1'), ('PKG002724', 'USPS', 'USPS'), ('PKG002725', 'USPS', 'USPS'), ('PKG002726', 'TLMD', '2'), ('PKG002727', 'TLMD', '3AB'), ('PKG002728', 'TLMD', '1'), ('PKG002729', 'USPS', 'USPS'), ('PKG002730', 'USPS', 'USPS'), ('PKG002731', 'TLMD', '1'), ('PKG002732', 'TLMD', '3AB'), ('PKG002733', 'USPS', 'USPS'), ('PKG002734', 'TLMD', '1'), ('PKG002735', 'USPS', 'USPS')]",B
