date,AWND,PRCP,SNOW,TMAX,TMIN
2024-05-06,13.266666666666666,0.001139240506329114,0.0,73.0,47.0
2024-05-07,11.866666666666667,0.24574257425742574,0.0,72.0,54.2
2024-05-08,6.933333333333334,0.026666666666666665,0.0,75.2,46.6
2024-05-09,9.466666666666667,0.0,0.0,69.0,47.0
2024-05-10,9.266666666666666,0.0,0.0,73.6,43.6
2024-05-11,5.966666666666666,0.0,0.0,76.0,46.4
2024-05-12,10.5,0.0,0.0,84.8,58.0
2024-05-13,7.366666666666667,0.0,0.0,74.8,51.4
2024-05-14,7.6000000000000005,0.0,0.0,71.8,48.8
2024-05-15,8.066666666666666,0.00723404255319149,0.0,73.2,49.0
2024-05-16,7.7,0.16124999999999998,0.0,71.4,54.0
2024-05-17,9.933333333333334,0.015483870967741935,0.0,82.2,54.0
2024-05-18,12.0,0.36809090909090914,0.0,81.8,57.0
2024-05-19,6.466666666666666,0.0050632911392405056,0.0,73.2,50.0
2024-05-20,5.366666666666667,0.39356521739130435,0.0,76.0,56.2
2024-05-21,8.299999999999999,0.3368421052631579,0.0,74.4,57.0
2024-05-22,13.1,1.702905982905983,0.0,71.4,53.2
2024-05-23,6.633333333333333,0.0044,0.0,77.6,53.6
2024-05-24,15.066666666666668,0.13780952380952383,0.0,74.8,50.6
2024-05-25,10.033333333333333,0.17905882352941177,0.0,74.8,47.0
2024-05-26,6.1000000000000005,0.006860465116279069,0.0,70.4,51.2
2024-05-27,3.5666666666666664,0.060000000000000005,0.0,67.8,50.4
2024-05-28,6.3999999999999995,0.4588888888888889,0.0,67.2,51.2
2024-05-29,4.7,0.0852,0.0,70.8,48.0
2024-05-30,12.833333333333334,0.002795698924731183,0.0,77.4,54.0
2024-05-31,5.433333333333334,0.0890909090909091,0.0,70.8,59.8
2024-06-01,5.366666666666667,0.6849056603773584,0.0,75.2,60.2
2024-06-02,10.133333333333333,0.008170731707317073,0.0,77.8,56.6
2024-06-03,7.466666666666666,0.7837500000000001,0.0,82.0,62.0
2024-06-04,11.333333333333334,0.017977528089887642,0.0,85.2,59.8
2024-06-05,11.200000000000001,0.32146788990825687,0.0,78.4,56.4
2024-06-06,14.633333333333333,0.04272727272727273,0.0,72.2,58.2
2024-06-07,7.3,0.0007954545454545455,0.0,76.6,57.0
2024-06-08,6.7,0.09203883495145632,0.0,77.0,57.4
2024-06-09,12.4,0.003666666666666667,0.0,72.8,56.6
2024-06-10,5.2,0.0,0.0,74.0,50.8
2024-06-11,9.466666666666667,0.07738317757009346,0.0,82.0,56.2
2024-06-12,8.700000000000001,0.059019607843137256,0.0,81.2,58.0
2024-06-13,7.3,0.3865137614678899,0.0,83.6,61.6
2024-06-14,5.133333333333334,0.0008888888888888889,0.0,81.0,58.8
2024-06-15,10.666666666666666,0.07285714285714286,0.0,70.6,63.0
2024-06-16,10.799999999999999,1.8095192307692307,0.0,88.4,64.2
2024-06-17,8.566666666666666,0.6911764705882353,0.0,76.6,57.4
2024-06-18,15.5,0.4232692307692308,0.0,86.0,63.6
2024-06-19,8.5,0.24509259259259258,0.0,77.4,60.4
2024-06-20,5.233333333333333,0.014166666666666666,0.0,68.0,59.4
2024-06-21,7.233333333333333,0.254949494949495,0.0,71.2,63.4
2024-06-22,6.7,0.5305154639175258,0.0,74.0,58.4
2024-06-23,5.8,0.4459574468085107,0.0,82.2,54.2
2024-06-24,9.366666666666665,0.0011235955056179776,0.0,85.2,61.0
2024-06-25,7.233333333333333,0.0004123711340206186,0.0,84.2,68.4
2024-06-26,8.933333333333334,0.0,0.0,80.0,64.2
2024-06-27,6.866666666666667,0.002173913043478261,0.0,75.8,58.2
2024-06-28,10.566666666666668,0.894070796460177,0.0,79.0,64.2
2024-06-29,10.666666666666666,0.04125,0.0,73.2,59.8
2024-06-30,5.3,0.000689655172413793,0.0,73.6,52.2
2024-07-01,14.733333333333334,0.00022988505747126436,0.0,75.8,57.4
2024-07-02,8.766666666666667,0.2433980582524272,0.0,73.8,59.0
2024-07-03,8.733333333333333,0.004891304347826087,0.0,82.8,63.0
2024-07-04,5.1000000000000005,0.1078409090909091,0.0,72.8,63.2
2024-07-05,7.533333333333334,0.5599999999999999,0.0,78.2,61.6
2024-07-06,6.066666666666666,0.01674698795180723,0.0,81.0,60.0
2024-07-07,5.566666666666666,0.05385416666666667,0.0,81.0,62.4
2024-07-08,4.3999999999999995,0.0010344827586206897,0.0,81.4,64.8
2024-07-09,3.3333333333333335,0.059789473684210524,0.0,84.6,64.2
2024-07-10,3.6,0.2480188679245283,0.0,81.4,65.6
2024-07-11,2.1333333333333333,0.3263725490196078,0.0,85.0,63.4
2024-07-12,8.833333333333334,0.004651162790697674,0.0,86.0,67.8
2024-07-13,6.633333333333333,0.03769230769230769,0.0,82.6,69.0
2024-07-14,5.133333333333334,0.6794339622641509,0.0,87.2,65.6
2024-07-15,8.299999999999999,0.032872340425531915,0.0,85.6,68.6
2024-07-16,8.200000000000001,0.08051546391752577,0.0,81.6,64.0
2024-07-17,7.166666666666667,0.00021978021978021978,0.0,76.2,60.4
2024-07-18,3.533333333333333,0.0,0.0,78.2,57.6
2024-07-19,6.3,0.0,0.0,80.8,60.6
2024-07-20,4.3999999999999995,0.00047058823529411766,0.0,82.8,67.2
2024-07-21,4.3,0.1225,0.0,79.8,67.0
2024-07-22,4.766666666666667,0.5328125,0.0,82.8,65.0
2024-07-23,5.266666666666667,0.2855445544554455,0.0,76.4,64.8
2024-07-24,5.6000000000000005,0.004482758620689655,0.0,76.6,62.0
2024-07-25,7.166666666666667,0.0,0.0,81.0,59.4
2024-07-26,12.466666666666667,0.0,0.0,85.4,65.4
2024-07-27,12.700000000000001,0.0,0.0,90.4,70.8
2024-07-28,11.700000000000001,0.019176470588235295,0.0,90.0,70.0
2024-07-29,3.1999999999999997,0.779908256880734,0.0,87.2,69.4
2024-07-30,4.3999999999999995,0.001764705882352941,0.0,88.4,70.4
2024-07-31,7.699999999999999,0.05325581395348837,0.0,89.4,67.6
2024-08-01,6.5,1.0465137614678899,0.0,78.8,66.0
2024-08-02,6.1000000000000005,0.22876288659793817,0.0,88.2,65.4
2024-08-03,6.533333333333334,0.011149425287356322,0.0,86.2,62.8
2024-08-04,6.233333333333333,0.38,0.0,84.8,67.6
2024-08-05,10.566666666666666,0.33659574468085107,0.0,74.2,60.8
2024-08-06,5.55,1.6662745098039216,0.0,75.25,56.0
2024-08-07,4.866666666666667,0.002903225806451613,0.0,76.6,56.8
2024-08-08,11.833333333333334,0.0679047619047619,0.0,71.4,58.2
2024-08-09,11.566666666666668,0.00011235955056179776,0.0,70.25,56.5
2024-08-10,8.5,0.00011363636363636364,0.0,72.8,52.8
2024-08-11,3.4,0.00021505376344086021,0.0,76.4,53.6
2024-08-12,2.2333333333333334,0.0,0.0,80.6,54.0
2024-08-13,3.966666666666667,0.0,0.0,82.0,57.4
2024-08-14,10.9,0.0013953488372093023,0.0,80.6,62.4
2024-08-15,8.8,0.7198181818181819,0.0,80.2,64.8
2024-08-16,7.3999999999999995,0.03947916666666667,0.0,78.4,65.4
2024-08-17,7.7,0.2415909090909091,0.0,79.0,67.2
2024-08-18,4.466666666666667,0.07819277108433735,0.0,81.8,63.2
2024-08-19,2.6666666666666665,0.0001282051282051282,0.0,81.2,60.0
2024-08-20,5.5,0.0008045977011494254,0.0,77.8,62.2
2024-08-21,7.3,0.008444444444444445,0.0,78.4,60.6
2024-08-22,10.200000000000001,0.02202247191011236,0.0,73.6,61.2
2024-08-23,7.333333333333333,0.21067961165048543,0.0,78.6,64.2
2024-08-24,8.266666666666666,0.01098901098901099,0.0,84.4,64.4
2024-08-25,7.066666666666666,0.0012048192771084338,0.0,86.6,71.6
2024-08-26,3.6666666666666665,0.06325842696629214,0.0,92.0,71.0
2024-08-27,6.233333333333333,1.2440707964601772,0.0,81.0,67.6
2024-08-28,7.066666666666666,0.027849462365591403,0.0,75.2,64.0
2024-08-29,10.366666666666667,0.06289156626506023,0.0,85.8,65.8
2024-08-30,7.599999999999999,0.595049504950495,0.0,79.5,59.25
2024-08-31,10.433333333333334,0.007875,0.0,83.2,59.8
2024-09-01,6.8999999999999995,0.0,0.0,75.2,57.2
2024-09-02,6.333333333333333,0.0,0.0,74.8,53.4
2024-09-03,12.033333333333333,0.00023529411764705883,0.0,77.2,58.4
2024-09-04,11.5,0.0004761904761904762,0.0,80.8,58.6
2024-09-05,10.233333333333334,0.017,0.0,76.8,58.6
